reviews,sentiment,aspect,aspect_codes_list,type_product
"sách không hay , nội_dung khó đọc !",1,[2],[2],0
sách hơi cũ ạ,4,[2],[2],0
sách tốt nhưng bọc không kĩ_càng,4,[2],[2],0
không như bìa sách . viết không có nội_hàm và những giải_pháp cho bìa sách,1,[2],[2],0
nội_dung không theo hướng rèn_luyện như tiêu_đề,3,[2],[2],0
"giao hàng quá chậm , đặt từ 11 9 hẹn 15 9 giao hàng mà 19 9 mới nhận được",3,"[2, 4]","[2, 4]",0
"nội_dung quá ít , không rõ_ràng . thêm vào quá nhiều trang trắng .",1,[2],[2],0
nội_dung sách quá lan_man . rất khác so với tiêu_đề . mình cảm_thấy không nên mua nó .,2,[2],[2],0
"bìa sách bị xước một đường , có vẻ là sách cũ",4,[2],[2],0
hàng giao đúng,4,[4],[4],0
"giao hàng không vấn_đề gì , chất_lượng sách cũng tốt , nhưng nội_dung sách không hay lắm",4,"[2, 4]","[2, 4]",0
gói hàng không cẩn_thận . .,3,[4],[4],0
"sách đẹp , khá hiểu tâm_lý người đọc",4,[2],[2],0
bìa sách bị xấu,4,[2],[2],0
"sách bị trày rất nhiều , dập góc , đóng_gói vô_cùng ẩu .",4,[4],[4],0
chưa đọc nên không biết gì để đánh_giá !,1,"[2, 3]","[2, 3]",0
sách thì hư nhăn_nheo rất tệ,1,[2],[2],0
cũng được,4,[2],[2],0
gặp trục_trặc và thời_gian giao hàng,4,[4],[4],0
"nội_dung không hay không phù_hợp với xã_hội , chỉ dành cho chuyên_ngành",2,[2],[2],0
"theo quảng_cáo trên face , đọc vài ý rất hay , cầm trên tay chán hẳn",2,[2],[2],0
"nửa đầu_sách viết quá lan_man , nửa cuối chưa muốn đọc",2,[2],[2],0
"sách nhìn hơi cũ , bị méo mấy phần góc",4,[2],[2],0
"nội_dung không sâu , hời_hợt . dịch_thuật có sạn",2,[2],[2],0
"ngắn_gọn , súc_tích . giao hàng nhanh",4,[4],[4],0
"trầy_xước quá trời , như sách cũ rứa",2,[2],[2],0
"sách không kít bao , nhìn hơi cũ",3,[2],[2],0
giao hàng nhanh . nội_dung thì chưa đọc nên chưa thể đánh_giá,4,"[2, 3, 4]","[2, 3, 4]",0
"nội_dung chung_chung , không phân_tích sâu",3,[2],[2],0
"hàng không đảm_bảo khi giao hàng móp méo , không bao_bọc kĩ_càng",1,[4],[4],0
"sách rách , xấu . rất thất_vọng khi mua sách trên tiki",1,[2],[2],0
"không có gì mới , chỉ lặp lại những thứ đã có người khác viết .",3,[2],[2],0
sách khá là mỏng . nội_dung không đặc_sắc lắm .,4,[2],[2],0
tốt hwwjdfkgkcckvkvkkvkv,4,[2],[2],0
"sách hay , giao hàng nhanh , cảm_ơn cửa_hàng",4,"[2, 4]","[2, 4]",0
giáo hàng nhanh,4,[3],[3],0
sản_phẩm đóng_gói không cẩn_thận .,3,[4],[4],0
cá_nhân mình thấy khá bình_thường .,3,[2],[2],0
"bìa sách dơ và bị rách , không hề có cover bao sách lại",2,[2],[2],0
"sách thì đọc tới đâu rách tới đó . nội_dung rời_rạc , không như cái tựa đề",1,[2],[2],0
giao hàng quá chậm . hẹn tới hẹn_lui,1,[4],[4],0
sách như bị khui mất rồi ạ hiu_hiu,1,[2],[2],0
giao hàng nhanh sách đẹp,4,"[2, 4]","[2, 4]",0
tốt nhưng đóng_gói hới . sơ xài,4,"[2, 4]","[2, 4]",0
vận_chuyển cả tháng mới có sách,5,"[2, 4]","[2, 4]",0
"sách in không đẹp , in bị nghiêng",3,[2],[2],0
"nội_dung cũng được , không quá chuyên_sâu . ai cần nghiên_cứu nhiều hơn nên tìm quyển khác .",4,[2],[2],0
"nội_dung bình_thường , không có gì đặc_sắc lắm .",3,[2],[2],0
sách không như mong_đợi lắm,3,[2],[2],0
bình_thường ... ... ... ... ... ... ... ... . .,3,[2],[2],0
"sách hết_sức bình_thường , không có gì ấn_tượng",3,[2],[2],0
"nội_dung bình_thường , giao hàng lâu",3,"[2, 4]","[2, 4]",0
trông sách bìa hơi cũ,4,[2],[2],0
"sách cũ , trầy nhiều",2,[2],[2],0
nội_dung mình thấy lang mang lắm,3,[2],[2],0
"nội_dung không chi_tiết , chung_chung",5,[2],[2],0
sách đẹp nhưng thiếu trang,3,[2],[2],0
nội_dung hay nhưng giao hàng quá chậm,4,"[2, 4]","[2, 4]",0
rất hài_lòng . sách hay,3,[2],[2],0
sách như đầu buồi . . ndndjdjdjs,1,[2],[2],0
"sách không hay , nhưng được cái đẹp",2,[2],[2],0
chưa được như mong_đợi ...,3,[2],[2],0
chưa hay như tự đề của sách .,1,[2],[2],0
tốt tốt,4,[2],[2],0
thất_vọng về sản_phẩm cảm_giác như bị,1,"[2, 3]","[2, 3]",0
đúng như mô_tả .,4,[2],[2],0
chất_lượng giấy không tốt như mong_đợi,3,[2],[2],0
"hơn khó hiểu , chưa được chi_tiết",2,[2],[2],0
nội_dung không được như kỳ_vọng,3,[2],[2],0
sách không có gì hay hết cả nà,2,[2],[2],0
nội_dung không quá xuất_sắc,4,[2],[2],0
sách hơi trầy . giao hàng nhanh,4,[4],[4],0
ok . và rất nhiều thứ khác sách hướng_dẫn rõ_ràng,4,[2],[2],0
nội_dung lang mang . đọc chán ví_dụ xa_vời,4,[2],[2],0
vận_chuyển lâu,4,[4],[4],0
sách hơi cũ và bị hỏng gáy,3,[2],[2],0
đọc quá tệ . đọc như văn_xuôi,1,[2],[2],0
quyển này đọc tạm được chứ không định_hướng tư_duy như tên sách,2,[2],[2],0
"dễ hiểu , ví_dụ tốt .",4,[2],[2],0
sách cũ . trầy rất nhiều . chán,2,[2],[2],0
cho hỏi tại_sao sách chưa dùng mà đã rách_vậy,1,[2],[2],0
"sách không hay , viết chung_chung",2,[2],[2],0
"sách hay , giao hàng nhanh !",4,"[2, 4]","[2, 4]",0
"giao hàng nhanh , gói hàng cẩn_thận , so good !",4,[4],[4],0
"sách viết logic , hay .",4,[2],[2],0
không hài_lòng lắm ! ! lúc giao tới nơi mở ra thì có nếp gấp,3,[4],[4],0
"nội_dung sách không hay , ít dẫn_chứng",3,[2],[2],0
chất_lượng sách khá là ổn đóa . giao hàng nhanh,4,"[2, 4]","[2, 4]",0
cần cải_thiện đóng_gói,4,[4],[4],0
nội_dung nghèo_nàn,3,[2],[2],0
đánh_giá không tính điểm không được mới ấy với cả đóng_gói xơ xài ghê,3,"[2, 3, 4]","[2, 3, 4]",0
đánh_giá không tính điểm đóng_gói không chắc_chắn . vận_chuyển xa ọp_ẹp hết,3,"[2, 3, 4]","[2, 3, 4]",0
"đánh_giá không tính điểm đóng_gói kém quá . sách trầy_xước hết cả , có khi phải xem_xét khi mua sách trên tiki .",1,"[2, 3, 4]","[2, 3, 4]",0
"đánh_giá không tính điểm đọc xong quyển sách mình vẫn còn bị mơ_hồ lắm , đọc lại lần nữa vẫn chưa thực_sự ngấm được vào đầu , chắc do mình . mình thấy kiểu văn_phòng âu mỹ khá giống nhau , những cuốn sách từ tác_giả người việt_nam , tq nhật có lối viết phù_hợp với mình hơn . trừ sao đi vì đầu_sách cong vẹo , bìa sách bị trầy_xước . hầu_hết_mình luôn bỏ_qua việc nhỏ này mà lần này to quá rồi nên phản_hồi 1 tí",3,"[1, 2, 3]","[1, 2, 3]",0
"đánh_giá không tính điểm_sách rất đẹp có bao_bọc , nhưng tiki khiến mình khá thất_vọng khi giao sách không có tâm dẫn đến hư góc sách rất nhiều , với tình_trạng như_vậy không dám đặt sách ở tiki nữa đâu ạ",3,"[2, 3, 4]","[2, 3, 4]",0
đánh_giá không tính điểm nhận sản_phẩm tưởng là sách cũ pass lại,2,"[2, 3]","[2, 3]",0
"đánh_giá không tính điểm đóng_gói cửa_hàng dùng thêm mấy miếng chống sốc được không ạ , chứ để trong thùng như thế móp , rách hết sách mấy cái đó cũng chả tốn bao_nhiêu đâu ạ , lỡ móp rách gì thì phải đổi trả tùm_lum có phải mệt không",1,"[2, 3, 4]","[2, 3, 4]",0
thái_độ nhân_viên tốt,5,"[1, 2]","[1, 2]",0
"nội_dung rất sâu_sắc về cách và ẩn_dụ mà các phương_tiện truyền_thông của con_người tác_động tới chúng_ta , từ đó có_thể hiểu tại_sao mua sách mà người_ta đánh_giá về đóng_gói , tốc_độ giao hàng hơn là đánh_giá nội_dung , đáng đọc",5,"[2, 3, 4]","[2, 3, 4]",0
"nội_dung rất hay , người dịch cũng làm rất tốt khi sử_dụng những câu tục_ngữ , châm_ngôn có cùng ý_nghĩa hoặc tác_dụng tương_đương bản_gốc .",5,[2],[2],0
"sách đọc hấp_dẫn , nhiều bài_học đắt_giá",5,[3],[3],0
"sách được xuất_bản lần đầu 1985 , giờ đã trải qua 30 năm . nên xã_hội thay_đổi rất nhiều về cách giải_trí truyền_hình . ý chính tác_giả muốn nói đến là tác_hại của truyền_hình ngày đó là tivi , ví_dụ thực_tại dể hiểu hơn là mxh như facebook , tiktok ... . điểm chính mình hiểu như_vậy . mình đọc được 1 2 không đọc được nữa . nội_dung rời_rạc , mình thấy không cuốn_hút . bạn nào định mua thì mình tặng quyển này của mình để lại . o358823o95",2,[2],[2],0
mặc_dù còn chưa rõ_ràng trong phần phân_tích giải_pháp nhưng cách phân_tích so_sánh giữa các phương_tiện truyền_thông của tác giá rất sâu_sắc và thú_vị .,4,"[2, 3]","[2, 3]",0
"nội_dung cốt_lõi ổn , nhưng chuyển_ngữ không thật_sự xuất_sắc .",4,[2],[2],0
"sách nhìn cũ , và bụi . chắc là sách từ lâu",3,[2],[2],0
"một quyển sách có nội_dung dễ đọc nhưng sâu_sắc , tràn_đầy năng_lượng an_lành và tỉnh thức . dù đã có chồng rồi nhưng mình vẫn tìm thấy những giá_trị bổ_ích từ quyển sách này , trùng_hợp là mình cũng tìm được chồng nhờ tinder theo cách có nhiều điểm tương_đồng với những gì sách viết . sẽ tặng quyển sách này cho mấy đứa bạn ế của mình .",5,"[2, 3]","[2, 3]",0
"ngoại quan sách bìa cứng rất đẹp , tặng kèm bookmark , giấy in cứng đẹp loại này để lâu không bị ố vàng như loại giấy xốp . nội_dung chưa đọc sau khi đọc xong sẽ đánh_giá tiếp . săn sales giá rẻ dịp 24.12.24 còn có 150k quá hời cho 1 cuốn sách như_vậy .",5,"[2, 3]","[2, 3]",0
giao nhanh nhưng có_điều trong quá_trình vận_chuyển hơi thiếu cẩn_trọng,5,"[2, 4]","[2, 4]",0
"nhân đợt giảm 20 tậu về luôn . sách đến tay sớm hơn dự_kiến , khá hài_lòng . cho 10 điểm chất_lượng !",5,[2],[2],0
sâch hay . mình mua mấy cuốn của noah rồi . đợt này giảm sâu nên hài_lòng lắm .,5,[2],[2],0
"pre order , 14 ngày . mà mới có 2 ngày đã giao sách . hú_hồn thiệt chớ . quá hài_lòng .",5,"[2, 4]","[2, 4]",0
mặc_dù mới lướt qua nhưng đã thấy nội_dung khá thú_vị,5,[2],[2],0
giao hàng nhanh đóng_gói sản_phẩm chắc_chắn,5,"[2, 4]","[2, 4]",0
tiki giao hàng nhanh xỉu luôn á mình cảm_ơn . sách hay cho mình,5,"[2, 4]","[2, 4]",0
"sách chính hãng , giao nhanh và nhiệt_tình",5,"[1, 4]","[1, 4]",0
"sách đẹp , bao_bì đẹp , mọi thứ tốt",5,[2],[2],0
sách mới tin juan,5,[2],[2],0
"sách đẹp , nội_dung hay , giao hàng nhanh",5,"[2, 4]","[2, 4]",0
sách đóng_gói cẩn_thận . tốt,5,"[2, 4]","[2, 4]",0
sâch có bọc seal giao hàng đúng hẹn,4,[4],[4],0
mình đã dùng tiki tròn 10 năm và mua rất nhiều sản_phẩm . mình yêu_cầu trả hàng và xoá app,1,[2],[2],0
sách thì mới nhưng bao_bì bị rách .,4,[2],[2],0
cũng tạm .,4,[2],[2],0
"sách có tranh_ảnh rất thú_vị , ứng_dụng cao và đúng cái mình đang cần . ai cũng_nên đọc ! ! !",5,[2],[2],0
"quyển sách có tính ứng_dụng cao . đọc và thực_hành sẽ nhận ra nhiều vấn_đề trong cách học từ trước đến nay chưa được logic . các bạn trước ngưỡng cửa thpt học tốt hơn , đỡ tốn thời_gian hơn .",5,[2],[2],0
một cuốn sách rất hay về cách não bộ hoạt_động để học_tập hiệu_quả hơn ! !,5,[2],[2],0
cuốn này hay . mình mua 5 quyển tặng bạn_bè dịp năm mới,5,[2],[2],0
nội_dung sách khá bổ_ích và dễ hiểu,4,[2],[2],0
"đọc lần 1 thấy hay , đọc lại lần 2 lại nghiệm ra thêm một điều nữa , cứ đọc thêm 1 lần là lại ngẫm ra thêm một điều gì đó . mỗi khi trống_rỗng mình thường ngồi cạnh kệ sách , rồi rút ngay một quyển sách thu_hút ánh nhìn của mình nhất , cầm trên tay nguyện một thông_điệp cho mình rồi lật ngẫu_nhiên một trang , đọc những dòng chữ ... . và đây là lần thứ bao_nhiêu mình nhận thông_điệp đúng lúc từ sách này rồi mình cũng không nhớ nữa . mình thích nhất là thoả_ước thứ 2 , một điều mình đã thực_hiện vài năm nhưng đôi_khi vẫn quên , vậy thì quay về thoả_ước thứ 4",5,[2],[2],0
"cuốn sách nhỏ_bé xinh_xắn và có nhiều nội_dung bổ_ích , giúp chúng_ta sống tốt hơn thông_qua việc chấp_nhận và ký_kết 4 thỏa_ước với chính bản_thân mình . những lời chỉ_dẫn sâu_sắc , ý_nghĩa , cùng với sự giải_thích về những điều vô_nghĩa mà chúng_ta luôn mắc phải khiến ta mất thời_gian với chính mình , khiến mình luôn trong một mớ tơ_vò rối_rắm . mọi người nên thử đọc cuốn này một lần , sách quá rẻ nếu so với giá_trị của nó . cuốn sách này với mình là tiền_đề để đọc thêm các cuốn sau_này của bộ sách cùng tác_giả . về phần đóng_gói và vận_chuyển cũng như giao hàng của tiki thì 10 điểm rồi , mình mua rất nhiều sách trên tiki và luôn yên_tâm .",5,"[2, 3, 4]","[2, 3, 4]",0
"sách đẹp , chất_lượng giấy tốt . nội_dung cần nghiền_ngẫm . tuy_nhiên từ trang 162 đến 180 sách không in đầy_đủ nội_dung , cứ cách 2 trang lại bị giấy trắng và đứt_đoạn nội_dung sách",5,[2],[2],0
"tiki now giao siêu nhanh , mình nhận sách chưa đến 2h . sách hay , nội_dung hữu_ích , mình nghĩ nó sẽ là cuốn sách chữa lành cho tất_cả mọi người . mọi người nên đọc nha",5,"[2, 4]","[2, 4]",0
"mua vì cuốn này được rất nhiều đánh_giá từ những người uy_tín mà mình biết . bản_thân mình cũng thấy đây là cuốn sách thú_vị . bị ấn_tượng với thoả_ước không phạm_tội với lời_nói của mình . để có được giá_trị nhiều nhất từ cuốn sách này thì cần thực_hành nữa . overall đây là cuốn sách dễ đọc , có khả_năng đem lại giá_trị cho nhiều người .",5,"[2, 3]","[2, 3]",0
"sách nhỏ gọn . kiến_thức tuy không mới với mình nhưng lại rất dễ tiếp_cận với những bạn đang vật_lộn trong việc tìm ra sự bình an trong tâm_hồn , đọc các sách tâm_linh cao_siêu quá chưa ngấm được thì quyển này ...",5,[2],[2],0
"săn được 80k , sách auth , nội_dung hay",5,[2],[2],0
"sách đẹp giao cẩn_thận quyển này hay lắm á mọi người mà giờ tôi mới biết phải_chi đọc sớm hơn đọc làm mình phải suy_ngẫm từng chữ không dày lắm đâu nhưng rất chất_lượng , rất đáng để đọc ạ",5,"[2, 4]","[2, 4]",0
"rất hay , cố_gắng mỗi năm được lại 1 lần . sách tiki không bao_giờ làm mình thấy vọng , giao hàng nhanh , sách xịn , đóng_gói kỹ , giấy xịn thơm",5,"[2, 4]","[2, 4]",0
"sách được bao_bọc cẩn_thận , chữ rõ nét , giao hàng nhanh . mình rất hài_lòng",5,[4],[4],0
"sách được đóng_gói kĩ_càng , bên ngoài được bọc bằng bọc kiếng , có cả miếng chống sốc . giao hàng nhanh , giá tốt .",5,"[2, 3, 4]","[2, 3, 4]",0
"cuốn sách mang cho mình 4 phương_pháp để chuyển_hoá cuộc_sống của mình , bằng cách áp_dụng 4 thoả_ước với bản_thân 1 sử_dụng ngôn_từ tích_cực , 2 không để bị ảnh_hưởng , 3 không đưa ra giả_định , 4 luôn cố_gắng hết_sức .",5,[2],[2],0
"tiki đóng_gói sản_phẩm cẩn_thận . giao hàng đúng giờ hẹn . sản_phẩm sách không bị móp , rách . hài_lòng",5,[4],[4],0
"một quyển sách hay , nó giúp t rõ_ràng hơn về cách mình mơ , cách bản_thân lập thỏa_ước và tại_sao lại rơi vào tình_trạng khủng_hoảng . một quyển sách hay để chiêm_nghiệm về cuộc_đời và bản_thân .",5,[2],[2],0
"sách dịch mượt , ổn thật_sự là 1 cuộc cách_mạng nhỏ trong tâm_trí và ý_thức của mình . rất hay và đáng từng đồng_tiền , từng giây_phút dành ra để đọc nó",5,"[2, 3]","[2, 3]",0
"sách hay , rất đáng để đọc , mua lúc khuyến_mãi cao nên có được giá tốt , giao hàng nhanh",5,"[2, 3, 4]","[2, 3, 4]",0
"sách đẹp , bao_bì sách đẹp",5,[2],[2],0
"không phải gu của mình nhưng cũng tạm ổn . chữ to , giao nhanh .",5,"[2, 4]","[2, 4]",0
tiki giao hàng nhanh . thân_thiện . sách bao_bì đẹp . nội_dung đọc sơ khá hay . chi_tiết thì cần thêm thời_gian .,5,"[2, 4]","[2, 4]",0
quá đẹpp,5,[2],[2],0
"sách rất hay , nhẹ_nhàng nhưng sâu_sắc . tiki giao hàng hơi chậm",5,"[2, 4]","[2, 4]",0
"sách hay , trình_bày đẹp , chữ rõ nét",5,[2],[2],0
quyển sách rất hay,5,[2],[2],0
"sách hay , đóng_gói chất_lượng",5,"[2, 4]","[2, 4]",0
sách hay phù_hợp với các bạn trẻ,5,"[2, 3]","[2, 3]",0
giao hàng siêu nhanh !,5,[4],[4],0
"sách đẹp , được tặng kèm bookmark .",5,[2],[2],0
quá hay và huu ích,5,[2],[2],0
sách hay quá . mình chọn đọc đầu_tiên trong số sách mới mua .,5,[2],[2],0
"nội_dung rất hay , hữu_ích khi bạn đang chơi_vơi",5,[2],[2],0
cuốn sách tuyệt_vời,5,[2],[2],0
nội_dung hơi_hướng tôn_giáo và nặng về niềm tin nên không hợp mình lắm .,3,"[2, 3]","[2, 3]",0
"mình thấy sách này cũng được . dễ đọc , hữu_ích cho ai muốn chữa lành",4,[2],[2],0
"giao hàng nhanh . mới đọc vài chương nhưng thấy sách dịch rất hay . kết_hợp với nghe audio rất hữu_ích , khi làm_việc nhà không có tg đọc sách thì mở lên nghe .",5,"[2, 4]","[2, 4]",0
nội_dung thú_vị và khá rõ_ràng về định_hướng giải_quyết vấn_đề kiểm_soát công_việc và hiệu_suất làm_việc,5,[2],[2],0
"đây là một quyển sách rất hay , nó như có ma_thuật thay_đổi tư_duy người đọc . quyển sách đã đưa ra những lý_thuyết , những bằng_chứng , dẫn_chứng đánh_gục sự ngụy_biện của ta trong việc trì_hoãn . từ đó giúp ta sống có kế_hoạch , chúng_ta sống có ý_nghĩa trong từng khoảng khắc , chúng_ta cảm_thấy không đủ thời_gian để thực_hiện những mục_tiêu của mình không phải vì không đủ thời_gian mà là ta sử_dụng thời_gian chưa hợp_lý .",5,"[2, 3]","[2, 3]",0
"về dịch_vụ , tiki trước giờ vẫn cẩn_thận trong khâu gói hàng và giao hàng nên mình rất thích . về sản_phẩm , không biết có gì đó thôi_thúc mình phải mua cuốn sách này vì_thế cần thời_gian đọc mới có_thể đánh_giá chi_tiết hơn .",5,"[1, 2, 3, 4]","[1, 2, 3, 4]",0
"vẫn như mọi_khi , tiki có dịch_vụ chuẩn . giao hàng nhanh , đóng_gói ổn , chất_lượng sách đẹp . 10 10",5,"[1, 2, 4]","[1, 2, 4]",0
"mình mua đợt sale tiki 24.12 quyển này hay nha các bạn , nâng cao hiệu_suất cá_nhân , nâng cao chất_lượng cuộc_sống , công_việc và tài_chính",5,"[2, 3]","[2, 3]",0
"rất hữu_ích . triết_lý đơn_giản , nhưng ý_nghĩa . ai chưa định_nghĩa rõ_ràng mục_tiêu hoặc chưa hiểu rõ tại_sao hiệu_suất làm_việc chưa đạt kỳ_vọng , đọc cuốn này sẽ rất phù_hợp . chúc các bạn_đọc sách vui_vẻ !",5,[2],[2],0
"sách rất hữu_ích và đáng mua , đưa ra những quan_điểm mình chưa từng đọc trước đây , đã giúp mình lập kế_hoạch ngay lập_tức . cảm_ơn tác_giả .",5,[2],[2],0
"sách đẹp , tiki giao hàng nhanh . nội_dung sách rất hay . ai đang quan_tâm đến việc lập kế_hoạch , quản_lý thời_gian thì rất nên đọc",5,"[2, 4]","[2, 4]",0
quyển sách ai cũng_nên có đặc_biệt khi bạn làm_việc cho bản_thân và làm_chủ doanh_nghiệp,5,[2],[2],0
"sách hay , dùng app sách nói nghe cùng thấy hiệu_quả hơn . giao hàng nhanh",5,"[2, 4]","[2, 4]",0
"cuốn sách giúp ta có góc nhìn mới về tư_duy lập kế_hoạch và mục_tiêu trong công_việc , học_tập . áp_dụng đúng và kiên_trì sẽ có hiệu_quả vượt_bậc .",5,[2],[2],0
để tăng hiệu_suất công việ cần làm những việc quan_trọng và biết cách giao việc hiệu_quả,5,[4],[4],0
"giao hàng nhanh , đóng_gói cẩn_thận , kĩ_càng , nhân_viên giao hàng thân_thiện . mình rất ưng_ý",5,"[1, 4]","[1, 4]",0
"nội_dung chính là phân_chia mục_tiêu năm vào 12 tuần , và tuân_thủ",5,[2],[2],0
sách hay nên coi kèm video thoại trên youtube,5,[2],[2],0
thể_loại này lần đầu_tiên thấy cuốn sách khác_biệt như_vậy .,5,[2],[2],0
giao hàng rất nhanh,5,[4],[4],0
"sách được giao nhanh , đóng_gói cẩn_thận",5,[4],[4],0
"sách có nội_dung cô_đọng , rất hữu_ích",5,[2],[2],0
đánh_giá để nhận xu,5,[3],[3],0
không hay lắm,5,[2],[2],0
đánh_giá này không liên_quan đến nội_dung sách . bán giá mắc hơn sàn khác . đóng_gói thì sơ_sài hơn hồi xưa . gần đây chọn bookcare mấy lần mà lần nào cũng không có . nếu không phải vì cận tết và cần gấp thì mình chả quay lại tiki nữa .,1,"[2, 3, 4]","[2, 3, 4]",0
giao hàng nhanh . tốt,5,[4],[4],0
sách nội_dung hay,5,[2],[2],0
sách đẹp và chất_lượng giấy đẹp,5,[2],[2],0
"sách có vết cào khá dài , sách bị dính có_thể do lỗi cắt giấy , và bám bụi rất nhiều khi mới gửi đến . nhưng vì nội_dung hay , lôi_cuốn và có rất nhiều bài_học nhưng muốn đạt được thì buộc phải thực_hành có kỉ_luật .",4,[2],[2],0
tôi đặt bookcare mà_lại giao hàng không có,3,"[2, 4]","[2, 4]",0
"vì mình có mượn đọc thấy hay nên mua nhưng sách nhận được thì đóng bị lỗi , lồi_lõm , mình khá khó_chịu trong vấn_đề này nên thái_độ đánh_giá sẽ không tích_cực mấy . cực_kỳ khó_chịu",4,"[1, 2, 3]","[1, 2, 3]",0
"nội_dung sách có vài ý chính hay , nhưng viết quá dông_dài , lòng_vòng ! cảm_giác mất thời_gian khi đọc quyển này .",3,"[2, 3]","[2, 3]",0
tiki bọc hàng quà như_không ! trong khi giá một lần gói quà là 30k .,1,"[2, 3]","[2, 3]",0
nội_dung rất hay nhưng khi mình lên trang của tác_giả thì lại không biết tiếng anh để áp_dụng . buồn ?,4,[2],[2],0
sách ngày_càng tệ . lần này rách khi mới mua,1,[2],[2],0
"sách bị gãy cạch . nhà_in làm sách quá sơ_sài , mặc_dù nội_dung sách rất hay",2,[2],[2],0
không chứa n thông_tin giá tri . quảng_cáo cho khóa học .,1,[3],[3],0
chất_lượng hàng không tốt lắm,2,[2],[2],0
"sách đẹp có kèm một bản phụ_lục dễ_thương , đọc xong rồi . truyện về tình_yêu và chiến_tranh , là tính yêu giữa 2 chàng trai khác_biệt và cuộc_chiến thành troy . hấp_dẫn giằng_xé . thích_hợp cho mấy bạn lgbt",5,[2],[2],0
"giao hàng nhanh , sách bọc đẹp . đã đọc hoàn_tất cuốn này . cuốn này bắt_đầu với khá nhiều nhân_vật có những cái tên khó nhớ , mối quan_hệ giữa các nhân_vật cũng nhì_nhằng . đôi lúc tác_giả nói vua xứ ithaca thay cho odysseus , thật_sự là những cái tên quá là khó_khăn với mình . chưa bao_giờ đọc 1 cuốn phải vẽ sơ_đồ để nhớ . nội_dung nói về achilles , được sinh ra từ người mẹ tiên biển và người cha phàm tốt_bụng lại còn là king . rồi thì tình_yêu , lòng kiêu_hãnh của chàng , những việc chàng phải nghe theo số_phận . đôi lúc thấy chàng đúng là kẻ bám váy mẹ . mẹ chàng như mọi người mẹ khác , đểu mong con mình khoẻ_mạnh , thành thần , vĩ_đại . điểm nữa mọi việc đều phải cúng_tế , hiến lễ_vật nghe như đút_lót , sẽ có được ưu_ái , sự bảo_vệ của thần_linh quan to lo cho dân nếu dân cống lễ nạp .",5,"[2, 4]","[2, 4]",0
"đặt sách ở tiki thì không lo về đóng_gói sách chỉnh chu rồi . tất_cả đều mới và bookmark với phụ_lục đều đẹp xỉu nhé , sách hơi dài nên mình để tủ lớn . phần nội_dung được booktok giới_thiệu quá trời hay nên mình mong_chờ . mình có phần khó_tính với cũng không hay đọc tình_cảm nên thấy phần nd ổn_áp . đúng là câu từ rất thơ và cách xây_dựng vô_cùng hợp_lý trong bối_cảnh hy lạp cổ_đại . mình đánh_giá là 4,5 5 nhe mà hình_như tiki không đăng vd được ạ định đăng vd unbox mà không bao_giờ được",5,"[2, 3, 4]","[2, 3, 4]",0
