sentiment,reviews,type_product,aspect
5,"Sách rất hay, hữu ích và thú vị. Rất dễ áp dụng để có 1 thói quen tốt cho sức khoẻ. Dịch mượt. Bìa in chữ nổi, có tặng bookmark xinh xinh.",0,quality
5,"Huy Hoàng bookstore chuẩn bị tốt quá, chất lượng dịch ổn, sách đẹp bìa dày cầm chắc tay, mực in đậm tốt, tặng bookmark cưng xĩu.",0,quality
5,Sách giúp hiểu thêm về nguyên nhân tăng đường huyết và những bệnh liên quan! Là một cuốn sách hay cho phương pháp giảm cân không cần ăn kiêng,0,quality
5,"Sách có nhiều kiến thức rất hay, dễ áp dụng. Mình đã nghe sách nói nên đặt thêm sách giấy để nghiền ngẫm thêm",0,quality
5,Sách chất lượng rất tốt,0,quality
5,Hay nha .,0,quality
5,Sách hay nên đọc.,0,quality
5,sách tốt nhân viên thân thiện,0,"quality, cskh"
5,"Sách hay, nên mua, chất lượng giấy tốt, giao hành nhanh",0,"ship, quality"
5,"Đọc sách xong thấy yêu nước hẳn, vừa thương vừa tự hào con người Việt Nam.",0,quality
5,"Cuốn tiểu thuyết khá hay, cảm động.",0,quality
5,"Sách hay, thanks Tiki.",0,quality
5,"Giao hàng nhanh, đóng gói kỹ, sách nhận nguyên màng nilon, ko bị cấn góc",0,ship
5,"Sản phẩm đẹp,giao hàng nhanh",0,"ship, quality"
5,"Good, đóng gói kỹ",0,ship
5,"Sách giao siêu nhanh, rất hài lòng dịch vụ của tiki",0,"ship, cskh"
5,"Giao hàng nhanh, thanh toán đơn giản",0,ship
5,"Giao hàng nhanh, sách được đóng gói rất kỹ",0,ship
5,"Sách hay và cảm động. Tiki giao hàng nhanh, sách về đẹp.",0,"ship, quality"
5,Một cuốn sách tuyệt vời. Nhưng thay đổi rất nhỏ nhưng qua thời gian lại tạo nên một chuyển biến vô cùng lớn. Giống như việc thay đổi hướng đi chỉ 1 độ nhưng đi càng dài thì lại càng xa con đường cũ. Hay như câu chuyện mỗi ngày nỗ lực hơn 1 vậy. Sau 365 ngày sẽ là sự thay đổi lớn. Sẽ thật đáng tiếc khi không đọc cuốn sách này. Thu gọn,0,"quality, price"
5,"Mình thấy quyển này rất bổ ích đối với những bạn đang muốn cải thiện lối sống của bản thân. Nội dung cũng cuốn nữa, các quy tắc thực hành để hình thành thói quen tốt cũng rất hiệu quả đối với mình. Không chỉ giúp hình thành thói quen tốt mà còn nêu ra một số phương pháp để từ bỏ thói quen xấu. Giúp cho mình hiểu thêm về hormone Dopamine và ảnh hưởng của nó với thói quen của con người. Những bạn đang học chương trình mới nếu có gặp phải những bài luận về thói quen có thể trích một số đoạn trong đây á hihi. Thu gọn",0,quality
5,"Trước giờ đọc mấy cuốn sách self help mang tính chất đọc cho biết chứ thấy cũng ko có tác dụng lắm. Nhưng riêng cuốn này đối với mình rất có tác dụng nhé. Nếu những khi định trì hoãn thói quen thì lại nhớ đến cuốn sách. Những bí quyết trong sách thì ko phải kiểu đọc xong thì wow đâu, đa phần chắc ai cũng tự biết rồi. Nhưng căn bản đọc xong có động lực duy trì thói quen tốt ý. Thu gọn",0,quality
5,"Thói quen con người bắt người từ tín hiệu thèm muốn phần thưởng thoả mãn. Từ đó để duy trì thói quen tốt cần phải tăng phần thưởng và thoả mãn, làm cho nó dễ xảy ra, để hạn chế thói quen xấu cần phải khiến phần thưởng và sự thoả mãn, làm cho nó khó xảy ra Ví dụ như xem film, nhắn tin, lướt giúp ta thoả mãn tức thời để làm cho nó khó xảy ra phải ngưng sử dụng điện thoại tạo phần thưởng cho việc ngưng sử dụng điện thoại ví dụ như mỗi ngày không sử dụng điện thoại bạn bỏ 1 viên sỏi vào hộp không sử dụng điện thoại, bạn sẽ tháy vui khi bỏ mỗi viên sỏi mỗi ngày và một ngày nào đó hộp không sử dụng điện thoại bỗng đầy sỏi bạn sẽ cảm thấy thoả mãn Cảm ơn tác giả James Clear đã chia sẻ về hành vi, thói quen của con người đến với độc giả thông qua sự nổ lực và kinh nghiệm của ông và những người hỗ trợ ông. Thu gọn",0,"quality, price, cskh"
5,"một tác phẩm đáng đọc để giúp cải thiện nhận thức về thói quen, từ đó nắm được cách hình thành thói quen và áp dụng để tạo thói quen tốt và bỏ thói quen xấu. Các bạn trẻ nên đọc quyển này càng sớm càng tốt để định hướng bản thân. Mình ước gì đã biết đến sách này sớm hơn cái tuổi 31 này. Thu gọn",0,"quality, price"
5,"Tiki giao sách rất nhanh, mới đặt hôm qua mà hnay đã nhận được. Sách mới, đẹp, bọc bookcare cẩn thận.",0,"ship, quality"
5,"Quyển này hay lắm mn. Tác giả đưa ra ví dụ minh hoạ thực tế, các nguyên tắc để thiết lập và duy trì thói quen tốt đồng thời các cách để loại bỏ thói quen xấu.",0,"quality, price"
5,Được giới thiệu cho đọc cuốn sách này nên cũng tìm mưa trên Tiki. Thời gian giao hàng siêu nhanh đặt trưa là chiều đã có. Đóng gói rất cẩn thận. Nói chung là rất ưng ý.,0,"ship, quality, price"
5,"Nội dung sách hay, mặc dù là sách nghiên cứu về thói quen nhưng đọc dễ hiểu, dễ áp dụng vào thự tiễn.",0,quality
5,"Sách rất hay nha, lúc đầu tưởng nội dung sách giống với những cuốn sách kĩ năng khác nhưng sau khi đọc thì lại rất cuốn.",0,quality
4,"Chưa đọc nhg sách đẹp lắm nha, thấy mng bảo nên đọc nên cũng mua về để đầu giường cho chữ nó chảy vô đầu v",0,quality
4,Sản phẩm tốt. Ok,0,quality
4,"Màu đẹp sp của tiki thì miễn bàn về chất lượng,nội dung thì chưa đọc nên chưa đánh giá đc",0,"quality, price"
5,"Sách hay, in đẹp",0,quality
5,"Sách mới, đẹp, đóng gói cẩn thận, giá rẻ hơn ngoài hiệu sách, giao hàng nhanh",0,"ship, quality, price"
5,Sách hay. Nên đọc.,0,quality
5,Giao nhanh. Đóng gói cẩn thận,0,ship
5,Giao hàng đúng hẹn,0,ship
5,"Sách chất lượng tốt, sẽ mua tiếp",0,quality
5,"Giao hàng nhanh, đóng đẹp cẩn thận",0,"ship, quality"
5,"Sách khá dày, hơn 500 trang, nhưng chữ to dễ đọc. Chắc là dày vì thế. Sách gồm những câu hỏi trả lời và bài viết ngắn mình đã đọc được khoảng 1 3. Chị Phan Việt viết khá dễ hiểu tư tưởng chính là xả bỏ để thân tâm trở nên nhẹ nhàng, không sợ hãi, bớt dính mắc, từ đó sống thẳng, thật, trong sáng, mạnh mẽ, sống có kết nối, yêu thương. Một số ý trong đó mình đã nhận ra từ trước nhưng được chị PV viết rõ hơn, viết như khuyến khích, như thúc giục mình hãy mạnh dạn đi con đường đó. Một vài ý thì hơi cao siêu, cần trải nghiệm và chiêm nghiệm. Nói chung mình nghĩ người đọc ở tầng kinh nghiệm nào cũng sẽ thấy một phần mình trong quyển sách này và nhận được những chia sẻ hữu ích từ đó. Thu gọn",0,"quality, price"
5,"Bìa sách màu đỏ rất sang, chữ in nét được bọc cần thận nên không hề bị quăn ship vẫn siêu nhanh và shipper rất dễ chịu. Sống Sáng của Phan Việt không chỉ là một cuốn sách, mà là lời mời đến một lối sống mới sống sáng . Thay vì chạy theo các trào lưu, tác giả giúp tôi nhận diện và loại bỏ những mảng tối trong suy nghĩ, hành động, từ đó khơi dậy ánh sáng bên trong. Sách đưa ra những lời khuyên thiết thực, dễ áp dụng vào cuộc sống hàng ngày, từ ăn uống, ăn mặc đến cách dạy con, xây dựng gia đình. Sống Sáng là khởi đầu cho một hành trình dài của chính bản thân tôi trong lộ trình sống một cuộc đời trọn vẹn và hạnh phúc hơn. Thu gọn",0,"ship, quality, price"
5,"Từ góc nhìn của tôi, Sống Sáng bao gồm những lời đúc kết về đời và đạo từ một bậc tiền bối, đằng sau mỗi câu chữ đều cảm nhận được sự thấu hiểu và cảm thông lớn vô cùng. Mỗi nội dung không quá dài, không có các khái niệm hay từ ngữ phức tạp, bất cứ ai cũng có thể đọc và thực hành. Bản thân tôi dù biết đến cuốn sách chưa lâu nhưng đã bước đầu có thể làm nhẹ bớt những gánh nặng trong tâm. Xin được tri ân cho thời gian và tâm sức mà tác giả đã dành ra để hoàn thiện cuốn sách này. Thu gọn",0,"quality, price"
5,"Cuốn sách Sống Sáng là cẩm nang hướng dẫn tôi quản lý mọi khía cạnh của cuộc sống một cách đơn giản, nhẹ nhàng, hiệu quả và khế hợp với quy luật của tự nhiên. Tôi đã đặt mua 01 cuốn cho riêng mình và để trên bàn làm việc để mỗi khi có vấn đề xuất hiện mà chưa biết làm thế nào thì có thể mở sách ra để tìm cho mình một lời chỉ dẫn nghĩ sáng nói sáng hành động sáng. Tôi đặt thêm 04 cuốn để tặng cho những người thân yêu của tôi. Ai cũng hạnh phúc khi được nhận sách. Mong cuốn sáng sẽ đến được với nhiều bạn đọc để cuộc sống đang sáng lên. Tôi vô cùng biết ơn Mae Hường Nhà văn Phan Việt. Mae vô cùng từ bi và dũng mãnh. Sự từ bi và dũng mãnh của Mae đã giúp chuyển hóa tôi thành một người tự tin, vui sống, bắt đầu nếm được hương vị của một đời sống sáng. Thu gọn",0,"quality, price"
5,Thật bất ngờ khi mở sách ra và thấy có chữ ký của tác giả ạ. Mình thấy rất vui Xin được gửi lời cám ơn và tri ân tới tác giả Phan Việt cũng như tủ sách Sáng ạ!,0,"quality, price"
5,Bìa sách tối giản mà đẹp muốn gục ngã Với mình thì cuốn sách này như cẩm nang gối đầu giường vậy. Các bài viết không quá dài nên có thể đọc bất kì một bài nào mà không nhất thiết phải đọc từ đầu đến cuối Thu gọn,0,quality
4,"Mình mua sách tặng người thân và nhận được sách gói rất đẹp. Nội dung thì mình chưa đọc nên chưa biết, nhưng nghe đồn hay!",0,quality
5,"Cuốn sách tuyệt vời từng tới từng chữ, mình ko đọc nó một lượt mà mỗi ngày đều đọc, roif ngẫm đi ngẫm lại và tràn đầy lòng biết ơn tác giả",0,quality
5,"1 cuốn sách giúp con ngộ ra được nhiều điều. Tri ân tác giả, cũng là 1 người thầy đã giúp con dần đi trên con đường tự cởi mọi trói buộc. Sohh",0,quality
5,"Đúng như tên, đọc đến đâu sáng đến đó trong sự giản đơn và hướng về sự Sáng",0,quality
5,Từng câu từng chữ trong sách đều giá trị đối với tôi,0,price
5,"Sách rất hay, câu chữ dễ đọc và dễ hiểu",0,quality
5,"Giao hàng nhanh, sách đẹp.",0,"ship, quality"
5,Giao hàng nhanh.,0,ship
5,Rất hay!,0,quality
3,"Giao hàng rất nhanh, nhưng gáy sách bị rách. Nhà sách nên liên hệ với bên in ấn ạ, quyển Về nhà mình mua ko lâu cũng bị rách giấy bên trong. Nội dung sách rất chất lượng và đem lại nhiều điều bổ ích.",0,"ship, quality"
5,"Sách mới và được bọc rất cẩn thận. Chống shock đầy đủ, hộp carton dày dặn chứ không như những lần mua hàng được cảnh báo của các bạn mình đã đặt trước đó. Hoàn toàn hài lòng. Chị shipper lịch sự chu đáo, mình đặt 2 đơn khác nhau mà chị giao liề luôn. Hoàn toàn xứng đáng 5 sao về chất lượng và dịch vụ mà mình được trải nghiệp ở Tiki Thu gọn",0,"ship, quality, cskh"
5,"Shop đóng gói cẩn thận, giao hàng đúng theo thời gian dự kiến. cảm ơn shop!",0,"ship, price, cskh"
2,"Mình mua sách mới mà sao shop giao cho mình sách cũ vậy ạ, nếp gấp đã quá cũ rồi ạ. Chờ sáng giờ nhận hàng thất vọng quá, nhưng mình vẫn đánh giá shop 5 sao, hi vọng lần sau lưu ý hơn nhé ạ",0,"ship, quality, price, cskh"
5,"Sách bọc khá cẩn thận, giấy in đẹp, chữ sắc nét",0,quality
5,"Cuốn sách đi vào trọng tâm nội dung về việc giao tiếp, cách nói chuyện, lúc nào nên nói, lúc nào không. Có ví dụ thực tế kèm theo. Một cuốn sách với nội dung dễ hiểu, đơn giản.",0,"ship, quality"
5,"Sách bìa đẹp, shop đóng gói cẩn thận, giao hàng nhanh, giá tốt, chất lượng, nên mua mn ạh. Tks shop.",0,"ship, quality, price, cskh"
5,"Bìa đẹp, nội dung hay, giao hàng nhanh! Sẽ ủng hộ tiếp!",0,"ship, quality"
5,Giao hàng siêu nhanh Đóng gói siêu cẩn thận,0,ship
5,"sách nói về kĩ năng nói chuyện, giao tiếp xã hội. Đọc cuốn này có thể cải thiện được khá nhiều. Dễ đọc và dễ hiểu. Mình mới đọc được nửa nên chưa đánh giá chi tiết nội dung đc. Mình cảm ơn",0,"ship, quality, price"
5,Bao quản rất tốt giao nhanh,0,"ship, quality"
5,"bìa sách đẹp và ko bị trầy,đóng gói kỹ",0,"ship, quality"
5,"Nội dung sinh động, thực tế. Sách in rõ, đẹp nhẹ. Giao nhanh",0,"ship, quality"
5,Hay và ý nghĩa,0,quality
5,"Sách đẹp không bị rách, giao hàng nhanh",0,"ship, quality"
5,Sách đúng như quảng cáo..Giao hàng nhanh siper thân thiện. Cho 5 sao,0,"ship, quality"
5,"Chuyện đọc rất hay và cóvys nghĩa,đáng để xem",0,quality
5,Okey hay cả lều thôi đừng có đọc nha,0,quality
5,Sách bọc cẩn thận chắc chắn giao hàng siêu nhanh mất nửa ngày ship,0,"ship, quality"
5,"Sách rất hay, hấp dẫn",0,quality
5,"Bìa đẹp, giao hàng nhanh.",0,"ship, quality"
5,"Giao hàng siêu nhanh, nv nhiệt tình.",0,"ship, cskh"
5,"Nội dung thiết thực, sách đẹp, đóng gói cẩn thận",0,"ship, quality"
5,"Sách hay, đáng để đọc",0,quality
5,"Tiki đóng gói lẹ, Shiper giao hàng nhanh",0,ship
3,Sách giao nhanh không có bọc và bubble wrap,0,ship
5,"Sách đẹp, hay, giao nhanh lắm luoin ạ",0,"ship, quality"
5,"Sách hay, đẹp, chất lượng",0,quality
5,"Đóng gói đẹp, giao hàng rất nhanh. Sẽ ủng hộ lần sau.",0,"ship, quality"
5,Giao nhanh cực,0,ship
5,"Sách giao nhanh, mới và ngay ngắn",0,"ship, quality"
5,Đúng như giới thiệu,0,quality
5,"sách đẹp, mới, bọc gói cẩn thận, giao hàng nhanh",0,"ship, quality"
4,Cũng hay.,0,quality
5,"Hay, đóng gói tốt, giao hàng nhanh",0,"ship, quality"
5,"Giao nhanh, đóng gói kỹ",0,ship
5,"đóng gói kỹ, giao nhanh, sách chất lượng tốt",0,"ship, quality"
2,"Sách bị rách ở bìa, sau nhiều lần mua sách của tiki thì lần mua cuốn này là trải nghiệm tệ.Ngoài đọc sách , người mua cũng muốn sưu tầm và lưu lại sách, nhưng với 1 cuốn sách bị rách khiến người mua cảm giác rất khó chịu Thu gọn",0,"quality, price"
2,"Sản phẩm mới mua, mới bóc khỏi hộp thấy bìa bị sước thế này. Shop bán hàng không rõ là vì đâu. Nhưng sách mua để tặng thế này thì chịu rồi",0,"quality, cskh"
2,"Đóng gói quá sơ sài, tại sao khách hàng mua gói bookcare ? Vì họ muốn sách của họ nguyên vẹn nhất có thể",0,"ship, cskh"
2,"Sách giống như đã qua sử dụng, có có tấm gim cho sách,",0,quality
1,Sách dở quá. Đọc chán muốn chết. Toàn chỉ mấy cái mẹo giao tiếp. Nội dung ko liên quan đến tựa đề.,0,"ship, quality"
1,"Thái độ nhân viên không tốt, gọi điện lúc đêm khuya",0,"quality, cskh"
5,"Bìa mềm, in ảnh sắc nét, giấy tốt",0,quality
2,Đóng gói không cẩn thận dẫn đến sách bị dơ,0,ship
4,Tương đối ổn sách đẹp tốt,0,quality
4,Bìa sách hơi xước mặc dù đặc đóng gói cẩn thận,0,ship
2,"Sách không tem chống hàng giả, hàng nhái",0,quality
3,"Theo mình sách cũng bình thường, đọc hơi chán",0,quality
3,Nội dung sách không hay như mình nghĩ,0,quality
4,sách đóng gói ổn,0,ship
2,"Giấy in không tốt, mực hơi nhoè",0,quality
3,"Đánh giá không tính điểm Giao hàng nhanh. Đóng gói sơ sài, sách bị trầy góc trong quá trình vận chuyển",0,"ship, price"
5,"Mình đọc được vài chương đầu trên ebook và thấy muốn mua bản sách giấy để nghiền dần . Lâu rồi không đặt sách trên Tiki, quay lại thấy giá tốt nên chốt đơn luôn. Thấy tiki bây giờ đóng sách cẩn thận hơn hồi trước, về tới tay sách vẫn nguyên vẹn. Không có gì để phàn nàn Thu gọn",0,"quality, price"
5,"Chưa bao giờ thất vọng về việc giao hàng của Tiki, nhanh xỉu rất hợp cho mấy đứa đang mắc đọc như tôi. Tôi đọc quyển này thử ở nhà sách r mới về đặt ở Tiki haha rẻ hơn nhiều lại có bọc sach nữa. Với tôi thì sách ko quá khó đọc nhg cũng ko đọc lướt qua là hiểu, rất vừa vặn để đọc từ từ nghiền ngẫm Thu gọn",0,"ship, quality, price"
4,"Tuy quyển này không được bọc giấy bóng nhưng mà vẫn mới tinh nguyên vẫn thơm phức mùi sách mới, mở ra cái là hít hà luôn nên thấy rất ưng, nét căng ôi sách mới thật đẹp biết bao nhiêu tôi hứa sẽ giữ gìn bạn sẽ đọc nghiền ngẫm bạn sẽ không cho ai mượn đâu, chưa đọc nên chưa review sách được nhưng nà đọc tóm tắt thấy oke nên mua hô hô Thu gọn",0,quality
5,"Mình đợi đến lúc đọc xong hết cuốn mới Review, mà mất nguyên 3 tháng để tập trung đọc được. Cuốn sách rất hay nhé. có những đoạn mình đọc đi đọc lại rất nhiều lần, ngày nào mình cũng mang nó trong túi,.",0,quality
5,"Sách viết hay, nội dung chữa lành được cho bản thân mình ở nhiều khía cạnh, sách đánh giá cuộc sống của người trưởng thành nhìn chung khó khăn, chúng ta cần đối mặt và vượt qua chúng, nếu may mắn khi.",0,"quality, price"
5,"Lối viết sách rất gần gũi, ấm áp không bị nặng khoa học. Rất hay",0,quality
5,"Giao nhanh 2h, mình mua theo lời rv từ một cmt trên toptop",0,"ship, price"
5,Nội dung rất hay. Không biết sao tới giờ mới được đọc nó.,0,quality
5,"Giao hàng nhanh, sách đóng gói cẩn thận, tuyệt vời",0,"ship, quality"
5,Sách hay với nhiều chiêm nghiệm đáng giá. Cần dành thời gian tập trung để đọc và áp dụng,0,"quality, price"
4,"Đóng gói oke, sách đến tay nguyên vẹn",0,ship
5,"Sách hay, nội dung dễ hiểu",0,quality
5,"Sách này hay tuyệt vời, ngôn ngữ dễ hiểu. Đọc rất thú vị. Khai mở tâm trí luôn ấy",0,quality
5,"Giao hàng nhanh, đóng gói cẩn thận, sách mình mua tặng chị đồng nghiệp, chị rất hài lòng",0,ship
5,"Sách tốt, nội dung hay lắm!",0,quality
5,Sách hay đáng đọc,0,quality
5,Sách hay bổ ích,0,quality
3,So với bản dịch cũ thì thật sự không hay bằng,0,quality
2,Sách cũ và giơ ở bìa nhìn như sách cũ,0,quality
5,Sách hay giá siêu ưu đãi,0,"quality, price"
5,"Một quyển sách mà bạn nên mua vì Về chất lượng sách bìa mềm, giấy tốt nội dung rất hay về cách làm việc. Nói về việc tại sao, cũng như hướng dẫn làm việc sâu là như thế nào. mình rất về phong cách làm việc này Về tiki giao nhanh, trước hẹn phí giao rẻ sách nhận còn mới nguyên vẹn, đẹp bookcare bọc sách rất cẩn thận, đẹp Thu gọn",0,"ship, quality, price"
4,ND sách hay về chủ đề làm việc sâu cách có được sự tập trung và làm việc hiệu quả chỉ với 4 tiếng tập trung làm việc trong thời đại có nhiều công nghệ làm chúng ta xao nhãng trong quá trình làm việc như hiện nay Giao hàng Nhanh tuy nhiên sách có chỗ còn dịn băng dính và bẩn Thu gọn,0,"ship, quality, price"
1,"Thái độ nhân viên shipper rất cọc cằn, mình đã thanh toán đơn hàng onl rồi, việc còn lại là shipper giao đến trước cửa nhà mình thôi, tại mình đi làm, mình chưa kịp chỉ thì nhân viên shipper đã ngắt máy rồi, ko biết nv ấy giao cho ai nữa Thu gọn",0,"ship, quality, cskh"
4,Sách ổn. Cá nhân mình thấy Tiki trading đóng gói chưa cẩn thận lắm. Mình thấy sách có vết bẩn. Nhưng không sao. Quan trọng là nội dung. Các bạn có thể lên mạng xem review nha. Mình mua cuốn này bởi mình muốn biết cách làm thế nào để làm việc hiệu quả và mình tin cuốn sách này sẽ trả lời được câu hỏi đó giúp mình. Thu gọn,0,"ship, quality, price"
3,"Mình đọc được gần nửa quyển sách và thấy khá mơ hồ vì cuốn sách này thiên về nghiên cứu tâm lý hành vi con người để làm việc sâu. Quan điểm cá nhân thì mình không thích cuốn này vì nó hơi khó hiểu. Còn tiki thì chất lượng vẫn cứ là ok, có điều là dịch bệnh ship hơi bị lâu, gần tháng mình mới nhận được sách. Thu gọn",0,"ship, quality"
4,"review có tâm. hồn! Sách đọc oke nhé các bạn, vì sách dịch nên là không đòi hỏi quá thâm sâu chủ yếu truyền tải được nội dunng và cái ý mà tác giả nói. Sách nói về chủ đề nghiện mạng xã hội và là thứ vô tình giết chết trạng thái tập trung cao độ vốn đang trở thành một thứ ngày càng có giá trị trong thế kỉ 21 này. Tác giả là một người không dùng mxh và cũg ít tương tác trên các phương tiện truyền thông người đã gây sức ảnh hưởng vì đã dẫn chứng những căn cứ khoa học đầy tính thuyết phục về trạng thái làm việc sâu Ví dụ như Trạng thái dòng chảy của Csikszentmihalyi, nhốt mình trong toà lầu của Carl Jung,. Cá nhân mình thấy đọc quyển này khá oke, mình cũng đã tập bỏ thói quen nghiện mạng xã hội, thích nghi với sự nhàm chán và đặt mục tiêu vừa phải Thu gọn",0,"quality, price"
4,"giao hơi lâu so với 1 năm trước, sách ook.",0,ship
5,"Mới nghe quyển này, xem reviews nên rất kỳ vọng. Sách gói kỹ, nguyên vẹn, ưng lắm cả nhà",0,quality
3,Về hình thức thì sách đẹp. Duy chỉ có phần giao hàng thì bên tiki trading đợt này bọc sơ sài quá. Mình không phải người khó tính nhưng quý sách nên không muốn sách bị bẩn hay trầy. Mong tiki trading cải tổ khâu đóng gói hàng tốt như ngày xưa. Thu gọn,0,"ship, quality"
5,"Đọc xong cuốn sách này có một số thứ trong cuộc sống của tôi đã thay đổi. Tận dụng thời gian hơn, làm được nhiều việc hơn, tập trung hơn cả về tiếp thu và các mục tiêu trong cuộc sống. Đây sẽ là cuốn sách nên thường xuyên đọc lại để tự nhắc nhở. Thu gọn",0,"quality, price"
5,"Thật sự tác giả đã làm đúng với những gì được truyền tải Deep work để tạo nên một sản phẩm đúng nghĩa dành cho đọc giả chứ không phải là một thứ hời hợt mà chúng ta đã quá quen trong thế kỷ mà mạng xã hội lên ngôi, sự sao nhãng đầy rẫy khắp nơi, điều đó đồng nghĩa với việc những cá nhân có khả năng Deep work đang trở thành một giá trị quý giá hơn bao giờ hết! Thu gọn",0,price
5,"Được giới thiệu từ một người bạn trên mạng. Mình thấy cuốn sách đưa ra một số phương pháp khá hay để giúp bạn tập trung làm việc đạt năng suất cao hơn. Điều mà hiện nay đang bị xem nhẹ. Nếu đang tìm cuốn sách để nâng cao hiệu suất làm việc của bản thân, bạn hãy tham khảo cuốn sách này nhé. Ngoài ra nên tham khảo thêm một số cuốn sách khác để kết hợp được hữu ích với nhau hơn Gieo thói quen nhỏ gặt thành công lớn, Đúng việc. Thu gọn",0,quality
4,"sách ok,đóng gói đẹp, ko có bookmark",0,"ship, quality"
5,"Giao siêu nhanh 7h tối đặt mà 8h15 tối đã có, sách đẹp, 5",0,"ship, quality"
4,"Mình đọc đc gần nửa quyển, mấy chục trang đầu hơi chán, về sau hay hơn. Tiếc ghê, bìa sách bị dính bẩn lau không ra",0,quality
5,"Đóng gói rất kĩ càng, sách mới",0,"ship, quality"
4,"Sách đẹp, còn seal, chưa đọc nên chưa review được nội dung",0,quality
5,"Giao hàng nhanh, tối quá mình vừa đặt thì trưa đã nhận đc hàng. Ngoại hình sách tốt, không bị bóp méo hay rách gì.",0,"ship, quality"
5,"Sách bé hơn tưởng tượng nh mà vẫn rất thích, giao hàng nhanh",0,ship
5,Nhà bán đã giao sản phẩm chất lượng cho tôi,0,"ship, quality"
4,"Sách đẹp, sẽ review lại sau",0,quality
5,"Chờ cuốn này rất lâu rồi cuối cùng cũng về tay,hàng giao khá nhanh, sách đẹp Nội dung thấy review rất tốt nên cũng rất mong đợi",0,"ship, quality"
5,sách rất hay.đóng gói đẹp,0,"ship, quality"
5,hay dữ lắm,0,quality
5,Cũng cấp kiến thức và phương pháp làm việc hiệu quả và tận hưởng thành quả.,0,quality
5,Nội dung hay !,0,quality
,Tiki giao hàng quá quá nhanh. Quá ưng. Cảm ơn Tiki,0,ship
5,Đóng bọc tốt giao hàng nhanh,0,"ship, quality"
3,vừa mua thì vài tiếng sau giảm giá??,0,price
5,Cuốn sách có sức mạnh thay đổi thói quen.,0,quality
5,"Giao hàng nhanh, sách hay và đẹp",0,"ship, quality"
3,Đọc rồi đánh giá sau,0,price
5,"Giao hàng nhanh, chính xác.",0,ship
5,Sách Hay lắm ạ,0,quality
5,rất hay .,0,quality
3,"Về tiki Tiki giao nhanh, sách không bị hư hại. Về sách Tác giả viết tốt, nội dung khai thác theo nhiều hướng, có tính thuyết phục tương đối. Nhưng vấn đề là dịch giả kém, dịch sai nhiều, ngay cả những câu đơn giản. Nhiều câu đọc lên đã thấy sai, không rõ là biên tập viên có chịu làm việc nghiêm túc không? Không sai đến mức không đọc nổi nhưng khuyến khích ai có khả năng hãy tự đọc thêm bản tiếng anh để hiểu chính xác hơn nội dung sách. Thu gọn",0,"ship, quality"
2,"Nội dung sách thì không bàn. Cơ mà mua sách ở Tiki Trading dù giá có rẻ hơn tí, mà chất lượng đóng gói rất thất vọng. Sách lúc giao về bị móp méo tệ hại ở 1 đầu gáy, thêm vài dấu xước trên mặt nữa. Khuyên mn nên bỏ thêm mười mấy k đặt chỗ khác tốt hơn Thu gọn",0,"ship, quality, price"
4,Chưa đọc nên chưa đánh giá nội dung được Mặt hình thức ổn,0,"quality, price"
2,"đóng gói không kỹ, sách bị dơ",0,ship
3,"Bìa trước sau đề dơ, không lau được. Gáy trầy nhẹ. Giấy mỏng nên chữ hơi xuyên thấu. Sách không có hình minh họa, nhưng có nhiều ví dụ trực quan.",0,quality
4,"hơi.dài or do bản thân hơi kém trong việc đọc những thứ khô khan anw.sách hay ạ, mọi người nên mua ạ. Còn mình thì chắc nên dành thời gian đọc lại lần 2.hmm",0,"quality, price"
4,"Giao nhanh, sách có hơi méo 1 xíu",0,ship
3,"Bên trong ổn, nhưng bên ngoài bẩn do thấm nước mà sách bị nhăn, Tiki nên xem lại khâu vận chuyển",0,"ship, quality"
3,"đóng gói hơi xuề xòa ạ, không có xốp hay gì lót bảo hộ cả nên sách hơi bị móp, tróc cạnh",0,"ship, quality"
3,vẫn chưa nhận được hoá đơn VAT,0,quality
3,Sách mới nhưng không có túi ni lông bọc ngoài nên có bị trầy xước nhẹ. ko đc đẹp mắt,0,quality
3,đóng gói không đủ an toàn bảo vệ sách.,0,ship
2,"Đóng gói sản phẩm không kỹ, sách bị rách và nhăn nhiều chỗ!",0,ship
3,Nội dung bình thường,0,quality
5,"Tiki giao nhanh, mình rất hài lòng.",0,ship
5,"Tên đúng với cuốn sách Tâm lý của người dân nhỏ lẻ về tiền, hiểu được tâm lý này 1 cách thực dụng, bạn mới có thể trở thành cá mập, tuy nhiên phải đòi hỏi áp dụng vào thực tế và phải thấu hiểu bản thân mình đang nằm ở đâu trong cuốn sách này Thu gọn",0,"quality, price"
3,"Tiki giao hàng nhanh, mới đặt hôm qua mà nay đã về, nhưng đóng gói thì vẫn tệ. Hộp ngoài thì móp méo biến dạng, bên trong thì không bọc không chống sốc gì cả.",0,"ship, quality"
5,"Nội dung chi tiết, ví dụ sinh động, sách in đẹp rõ, giấy nhẹ. Giao đúng hẹn",0,"ship, quality"
5,"Sách hay, nhiều suy nghĩ, thông điệp bài học sâu sắc được đưa ra. Mình thích chương Tự Do, học được nhiều thông điệp và chiêm nghiệm cho csong hiện tại. Sách hay nên quyết định mua thêm 1 quyển khác tặng bạn mình! Thu gọn",0,quality
